index,period,attendances,breaches,org_code
10619,2018-09-01,3257,6,RGT
10620,2018-09-01,5867,646,RFS
10621,2018-09-01,1503,0,RFS
10622,2018-09-01,2454,3,NQ108
10623,2018-09-01,5969,0,Y03571
10624,2018-09-01,5809,1,RY8
10625,2018-09-01,1851,2,NNJ
10626,2018-09-01,8893,1662,RWH
10627,2018-09-01,4209,3,RWH
10628,2018-09-01,15322,939,RDE
10629,2018-09-01,5403,1,RDE
10630,2018-09-01,2330,0,Y03007
10631,2018-09-01,605,0,NQ106
10632,2018-09-01,6987,944,RLT
10633,2018-09-01,1937,0,NEH06
10634,2018-09-01,929,13,RY4
10635,2018-09-01,5879,472,RGP
10636,2018-09-01,682,9,RGP
10637,2018-09-01,7492,1252,RNQ
10638,2018-09-01,168,0,C82038
10639,2018-09-01,10388,213,RY5
10640,2018-09-01,3997,159,NJS05
10641,2018-09-01,8812,189,RC9
10642,2018-09-01,3145,0,RC9
10643,2018-09-01,351,0,C82009
10644,2018-09-01,663,19,NLO11
10645,2018-09-01,516,9,NLO09
10646,2018-09-01,8434,1545,RQ8
10647,2018-09-01,433,8,RQ8
10648,2018-09-01,7456,1035,RD8
10649,2018-09-01,4190,13,RD8
10650,2018-09-01,9183,2254,RM1
10651,2018-09-01,2467,53,RM1
10652,2018-09-01,12300,1603,RGN
10653,2018-09-01,749,0,RGN
10654,2018-09-01,8666,1206,RNS
10655,2018-09-01,1095,1,RNS
10656,2018-09-01,1249,6,RNS
10657,2018-09-01,5150,0,NMH01
10658,2018-09-01,4275,3,NR3
10659,2018-09-01,12224,3390,RX1
10660,2018-09-01,1679,13,RX1
10661,2018-09-01,2547,94,RX1
10662,2018-09-01,2043,19,NLO10
10663,2018-09-01,314,0,C82010
10664,2018-09-01,295,1,NLO12
10665,2018-09-01,2047,0,Y02428
10666,2018-09-01,13581,3004,RXK
10667,2018-09-01,1170,9,RXK
10668,2018-09-01,2989,0,RXK
10669,2018-09-01,8568,385,RK5
10670,2018-09-01,4130,44,RK5
10671,2018-09-01,9151,3252,RXW
10672,2018-09-01,1897,18,RXW
10673,2018-09-01,2298,4,R1D
10674,2018-09-01,586,0,C83023
10675,2018-09-01,5690,0,Y02615
10676,2018-09-01,5714,326,RJC
10677,2018-09-01,798,0,RJC
10678,2018-09-01,7285,806,RAJ
10679,2018-09-01,1399,6,RAJ
10680,2018-09-01,2471,0,Y02961
10681,2018-09-01,8832,2011,RNA
10682,2018-09-01,4774,0,RNA
10683,2018-09-01,8678,1845,RQW
10684,2018-09-01,5672,1013,RCX
10685,2018-09-01,11336,1493,RL4
10686,2018-09-01,7506,49,RL4
10687,2018-09-01,11990,4086,RWD
10688,2018-09-01,1593,0,RWD
10689,2018-09-01,29915,6599,RRK
10690,2018-09-01,3491,47,RRK
10691,2018-09-01,11907,1714,RKB
10692,2018-09-01,1834,30,RKB
10693,2018-09-01,5751,11,RKB
10694,2018-09-01,16552,3617,RTG
10695,2018-09-01,8795,2,RTG
10696,2018-09-01,18696,4151,RWE
10697,2018-09-01,1704,29,RWE
10698,2018-09-01,14587,3711,RJE
10699,2018-09-01,433,0,RJE
10700,2018-09-01,5753,7,RJE
10701,2018-09-01,6204,1889,RBK
10702,2018-09-01,3293,0,RBK
10703,2018-09-01,3127,0,ATQ02
10704,2018-09-01,8075,2455,RWG
10705,2018-09-01,4105,5,RWG
10706,2018-09-01,5467,248,RGR
10707,2018-09-01,578,0,RGR
10708,2018-09-01,10313,3578,RWP
10709,2018-09-01,5801,9,RWP
10710,2018-09-01,4917,1245,RLQ
10711,2018-09-01,358,0,RLQ
10712,2018-09-01,7388,1965,REM
10713,2018-09-01,6453,42,REM
10714,2018-09-01,4905,556,RCF
10715,2018-09-01,611,0,RCF
10716,2018-09-01,180,0,RCF
10717,2018-09-01,4731,295,RBS
10718,2018-09-01,7554,102,RFF
10719,2018-09-01,6251,2232,RXL
10720,2018-09-01,11464,35,RXL
10721,2018-09-01,8633,1223,RMC
10722,2018-09-01,870,0,RMC
10723,2018-09-01,10215,2093,RAE
10724,2018-09-01,1040,15,RAE
10725,2018-09-01,2301,10,NNF09
10726,2018-09-01,11195,66,RY2
10727,2018-09-01,12390,1285,RWY
10728,2018-09-01,8116,1129,RLN
10729,2018-09-01,2185,50,RLN
10730,2018-09-01,2808,8,RLN
10731,2018-09-01,6048,649,RJR
10732,2018-09-01,582,2,RJR
10733,2018-09-01,10720,2017,RXP
10734,2018-09-01,6944,0,RXP
10735,2018-09-01,11514,892,RP5
10736,2018-09-01,2713,1,RP5
10737,2018-09-01,3060,0,Y01069
10738,2018-09-01,2331,24,Y01231
10739,2018-09-01,3924,752,RJN
10740,2018-09-01,188,0,RJN
10741,2018-09-01,9202,2639,RXR
10742,2018-09-01,5770,393,RXR
10743,2018-09-01,2125,0,NNF94
10744,2018-09-01,7520,378,RR7
10745,2018-09-01,2456,0,RR7
10746,2018-09-01,1186,4,NNFA7
10747,2018-09-01,4234,236,RCD
10748,2018-09-01,774,0,RCD
10749,2018-09-01,10928,1078,RWA
10750,2018-09-01,721,1,RV9
10751,2018-09-01,6338,1741,RXN
10752,2018-09-01,6279,181,RXN
10753,2018-09-01,16525,2897,RR8
10754,2018-09-01,3657,4,RR8
10755,2018-09-01,1032,12,REP
10756,2018-09-01,20679,4363,R0A
10757,2018-09-01,3407,52,R0A
10758,2018-09-01,9295,19,R0A
10759,2018-09-01,2067,0,RW4
10760,2018-09-01,5516,1149,RBT
10761,2018-09-01,2008,10,RBT
10762,2018-09-01,17219,3544,RXF
10763,2018-09-01,3412,48,RXF
10764,2018-09-01,1510,0,Y02532
10765,2018-09-01,386,0,Y03645
10766,2018-09-01,7731,564,RNL
10767,2018-09-01,1770,5,RNL
10768,2018-09-01,3682,374,RVW
10769,2018-09-01,10551,16,RVW
10770,2018-09-01,1651,9,RTV
10771,2018-09-01,4276,54,NLO01
10772,2018-09-01,11598,1256,RJL
10773,2018-09-01,8683,817,RTF
10774,2018-09-01,8677,38,RTF
10775,2018-09-01,846,0,Y02572
10776,2018-09-01,260,0,Y02533
10777,2018-09-01,21893,4163,RW6
10778,2018-09-01,9585,161,RW6
10779,2018-09-01,3277,0,RT2
10780,2018-09-01,1116,1,AC008
10781,2018-09-01,7676,2471,RQ6
10782,2018-09-01,1838,29,RQ6
10783,2018-09-01,9514,0,RQ6
10784,2018-09-01,8090,1161,RM3
10785,2018-09-01,515,0,RM3
10786,2018-09-01,3395,0,AXT02
10787,2018-09-01,4459,154,RCU
10788,2018-09-01,108,0,RCU
10789,2018-09-01,9170,2291,RHQ
10790,2018-09-01,1103,0,RHQ
10791,2018-09-01,7591,0,RHQ
10792,2018-09-01,1891,8,NQT5F
10793,2018-09-01,10607,461,RTR
10794,2018-09-01,1984,0,RTR
10795,2018-09-01,5135,199,RE9
10796,2018-09-01,494,0,RE9
10797,2018-09-01,6789,894,RVY
10798,2018-09-01,3296,38,RVY
10799,2018-09-01,9202,1917,RBN
10800,2018-09-01,7447,2404,RWJ
10801,2018-09-01,886,0,RWJ
10802,2018-09-01,7228,890,RMP
10803,2018-09-01,4952,3,RMP
10804,2018-09-01,9645,644,RTD
10805,2018-09-01,1829,26,RTD
10806,2018-09-01,8053,0,RTD
10807,2018-09-01,8033,1232,RFR
10808,2018-09-01,3191,0,NNF76
10809,2018-09-01,7662,1361,RTX
10810,2018-09-01,123,0,RTX
10811,2018-09-01,2483,89,RTX
10812,2018-09-01,6352,1602,RWW
10813,2018-09-01,2699,18,RWW
10814,2018-09-01,4283,17,RY7
10815,2018-09-01,7587,2346,RBL
10816,2018-09-01,2975,2,RBL
10817,2018-09-01,329,0,AJN
10818,2018-09-01,6706,969,RRF
10819,2018-09-01,639,1,RRF
10820,2018-09-01,10174,1629,RCB
10821,2018-09-01,6899,21,RCB
10822,2018-09-01,8036,1784,RTK
10823,2018-09-01,240,2,RTK
10824,2018-09-01,3534,3,NTV0B
10825,2018-09-01,3197,0,NQT10
10826,2018-09-01,2359,0,RWX
10827,2018-09-01,3241,0,Y04538
10828,2018-09-01,12924,2425,RXH
10829,2018-09-01,1163,33,RXH
10830,2018-09-01,1512,3,Y02676
10831,2018-09-01,6608,1333,RXQ
10832,2018-09-01,1094,0,RXQ
10833,2018-09-01,4903,10,RXQ
10834,2018-09-01,8954,1283,RN7
10835,2018-09-01,1716,6,RN7
10836,2018-09-01,3992,24,Y00751
10837,2018-09-01,14143,4074,RVV
10838,2018-09-01,3746,14,RVV
10839,2018-09-01,10245,927,RXC
10840,2018-09-01,475,0,RXC
10841,2018-09-01,235,0,Y02816
10842,2018-09-01,1568,0,NDJ
10843,2018-09-01,19859,2057,RDU
10844,2018-09-01,9334,1461,RN5
10845,2018-09-01,860,10,RN5
10846,2018-09-01,579,5,NDA57
10847,2018-09-01,1979,0,Y03051
10848,2018-09-01,3859,863,R1F
10849,2018-09-01,879,0,R1F
10850,2018-09-01,6850,10,RYY
10851,2018-09-01,12627,951,RWF
10852,2018-09-01,2346,1,RWF
10853,2018-09-01,7529,1465,RPA
10854,2018-09-01,2580,0,RPA
10855,2018-09-01,2926,76,RNU
10856,2018-09-01,11146,1570,RTH
10857,2018-09-01,1437,0,RTH
10858,2018-09-01,535,2,RTH
10859,2018-09-01,9753,2471,RHU
10860,2018-09-01,755,0,RHU
10861,2018-09-01,2146,4,RHU
10862,2018-09-01,1087,11,RPC
10863,2018-09-01,9263,661,RHW
10864,2018-09-01,1491,48,RHW
10865,2018-09-01,577,0,RHW
10866,2018-09-01,6032,403,RA2
10867,2018-09-01,4236,17,NTP11
10868,2018-09-01,781,0,RW1
10869,2018-09-01,4912,5,NTPAD
10870,2018-09-01,7840,378,RTP
10871,2018-09-01,695,0,RTP
10872,2018-09-01,9711,56,RDR
10873,2018-09-01,8560,1954,RHM
10874,2018-09-01,1624,177,RHM
10875,2018-09-01,2330,8,RHM
10876,2018-09-01,11828,608,RYR
10877,2018-09-01,2879,0,G82071
10878,2018-09-01,3457,7,NTV0W
10879,2018-09-01,4633,3,NLW
10880,2018-09-01,1272,0,NLT02
10881,2018-09-01,3949,219,RBD
10882,2018-09-01,4363,2,RBD
10883,2018-09-01,1157,0,DD401
10884,2018-09-01,6194,53,R1J
10885,2018-09-01,12488,1373,RTE
10886,2018-09-01,6863,862,RN3
10887,2018-09-01,4582,47,RN3
10888,2018-09-01,7805,1826,RVJ
10889,2018-09-01,3989,860,RBZ
10890,2018-09-01,1042,0,RBZ
10891,2018-09-01,175,0,L83087
10892,2018-09-01,556,0,NQT5H
10893,2018-09-01,5607,767,RD3
10894,2018-09-01,1812,4,RD3
10895,2018-09-01,6559,1520,REF
10896,2018-09-01,11588,86,REF
10897,2018-09-01,7679,1137,RH8
10898,2018-09-01,4049,0,RH8
10899,2018-09-01,6326,1043,RD1
10900,2018-09-01,915,6,RD1
10901,2018-09-01,4050,700,RNZ
10902,2018-09-01,288,0,RNZ
10903,2018-09-01,1466,0,Y02666
10904,2018-09-01,7270,51,RH5
10905,2018-09-01,1491,6,RYF
10906,2018-09-01,6238,475,RBA
10907,2018-09-01,180,0,AAH
10908,2018-09-01,6343,614,RDZ
10909,2018-09-01,1249,1,RDZ
10910,2018-09-01,893,0,RDZ
10911,2018-09-01,6162,1539,RA9
10912,2018-09-01,3317,0,RA9
10913,2018-09-01,9515,1667,RA7
10914,2018-09-01,1927,49,RA7
10915,2018-09-01,8544,2675,RK9
10916,2018-09-01,248,0,RK9
10917,2018-09-01,4207,72,RK9
10918,2018-09-01,4065,649,RA3
10919,2018-09-01,3106,57,AXG
10920,2018-09-01,1706,1,NLX24
10921,2018-09-01,4617,142,RA4
10922,2018-08-01,15473,3433,RF4
10923,2018-08-01,743,2,RF4
10924,2018-08-01,7184,73,RF4
10925,2018-08-01,25099,4820,R1H
10926,2018-08-01,833,7,R1H
10927,2018-08-01,12650,51,R1H
10928,2018-08-01,4436,0,AD913
10929,2018-08-01,1438,0,E84069
10930,2018-08-01,17436,78,RYX
10931,2018-08-01,16715,1073,RQM
10932,2018-08-01,7517,19,RQM
10933,2018-08-01,6093,2313,RJ6
10934,2018-08-01,9643,55,RJ6
10935,2018-08-01,775,0,Y02696
10936,2018-08-01,11737,679,RVR
10937,2018-08-01,460,0,RVR
10938,2018-08-01,1915,0,RVR
10939,2018-08-01,12819,1793,RJ1
10940,2018-08-01,750,0,RJ1
10941,2018-08-01,3290,4,RJ1
10942,2018-08-01,3799,78,Y03082
10943,2018-08-01,9696,393,RQX
10944,2018-08-01,4051,1,RY9
10945,2018-08-01,9501,2513,RYJ
10946,2018-08-01,4008,32,RYJ
10947,2018-08-01,9863,28,RYJ
10948,2018-08-01,15338,3990,RJZ
10949,2018-08-01,6523,264,RJZ
10950,2018-08-01,772,2,Y02973
10951,2018-08-01,8748,964,RAX
10952,2018-08-01,1147,1,RAX
10953,2018-08-01,11960,2363,RJ2
10954,2018-08-01,11471,184,RJ2
10955,2018-08-01,11123,2011,R1K
10956,2018-08-01,15488,77,R1K
10957,2018-08-01,8034,27,RP6
10958,2018-08-01,4492,16,RAT
10959,2018-08-01,7590,1541,RAP
10960,2018-08-01,443,0,RAP
10961,2018-08-01,5071,44,RAP
10962,2018-08-01,18378,1937,RAL
10963,2018-08-01,3120,0,RAL
10964,2018-08-01,12596,1240,RJ7
10965,2018-08-01,1323,0,RJ7
10966,2018-08-01,5084,2349,RAS
10967,2018-08-01,7486,15,RAS
10968,2018-08-01,3360,0,Y03094
10969,2018-08-01,3142,0,Y03218
10970,2018-08-01,2242,0,E84068
10971,2018-08-01,2752,0,Y02692
10972,2018-08-01,11221,1386,RRV
10973,2018-08-01,8782,88,Y02147
10974,2018-08-01,8159,814,RKE
10975,2018-08-01,4884,0,NL7
10976,2018-08-01,2930,0,8J094
10977,2018-08-01,12181,447,RDD
10978,2018-08-01,6290,819,RC1
10979,2018-08-01,141,0,RC1
10980,2018-08-01,2926,0,M85813
10981,2018-08-01,3663,48,RQ3
10982,2018-08-01,9662,1550,RGT
10983,2018-08-01,3552,2,RGT
10984,2018-08-01,5961,657,RFS
10985,2018-08-01,1574,0,RFS
10986,2018-08-01,3145,2,NQ108
10987,2018-08-01,5714,0,Y03571
10988,2018-08-01,6042,0,RY8
10989,2018-08-01,1696,8,NNJ
10990,2018-08-01,8850,1976,RWH
10991,2018-08-01,4109,6,RWH
10992,2018-08-01,15569,1304,RDE
10993,2018-08-01,5499,32,RDE
10994,2018-08-01,2297,0,Y03007
10995,2018-08-01,734,0,NQ106
10996,2018-08-01,6818,822,RLT
10997,2018-08-01,1859,1,NEH06
10998,2018-08-01,941,2,RY4
10999,2018-08-01,6647,627,RGP
11000,2018-08-01,754,6,RGP
11001,2018-08-01,7495,805,RNQ
11002,2018-08-01,188,0,C82038
11003,2018-08-01,12161,214,RY5
11004,2018-08-01,4062,92,NJS05
11005,2018-08-01,8603,319,RC9
11006,2018-08-01,3183,0,RC9
11007,2018-08-01,358,0,C82009
11008,2018-08-01,625,0,NLO11
11009,2018-08-01,465,5,NLO09
11010,2018-08-01,8235,1055,RQ8
11011,2018-08-01,409,1,RQ8
11012,2018-08-01,6945,588,RD8
11013,2018-08-01,4398,4,RD8
11014,2018-08-01,9426,2143,RM1
11015,2018-08-01,2834,53,RM1
11016,2018-08-01,12395,1905,RGN
11017,2018-08-01,735,0,RGN
11018,2018-08-01,8288,889,RNS
11019,2018-08-01,1120,4,RNS
11020,2018-08-01,1159,0,RNS
11021,2018-08-01,5597,0,NMH01
11022,2018-08-01,4343,0,NR3
11023,2018-08-01,11859,3421,RX1
11024,2018-08-01,1749,32,RX1
11025,2018-08-01,2680,23,RX1
11026,2018-08-01,2177,14,NLO10
11027,2018-08-01,384,0,C82010
11028,2018-08-01,281,0,NLO12
11029,2018-08-01,2043,0,Y02428
11030,2018-08-01,13242,2984,RXK
11031,2018-08-01,1254,15,RXK
11032,2018-08-01,2837,0,RXK
11033,2018-08-01,8536,565,RK5
11034,2018-08-01,4290,40,RK5
11035,2018-08-01,9372,2812,RXW
11036,2018-08-01,1856,15,RXW
11037,2018-08-01,2487,2,R1D
11038,2018-08-01,688,0,C83023
11039,2018-08-01,5441,0,Y02615
11040,2018-08-01,5583,215,RJC
11041,2018-08-01,806,0,RJC
11042,2018-08-01,7030,949,RAJ
11043,2018-08-01,1454,7,RAJ
11044,2018-08-01,2236,0,Y02961
11045,2018-08-01,8360,1622,RNA
11046,2018-08-01,4972,25,RNA
11047,2018-08-01,8373,1544,RQW
11048,2018-08-01,6051,1087,RCX
11049,2018-08-01,10965,1170,RL4
11050,2018-08-01,7876,52,RL4
11051,2018-08-01,12383,3812,RWD
11052,2018-08-01,1359,0,RWD
11053,2018-08-01,29102,5983,RRK
11054,2018-08-01,3522,29,RRK
11055,2018-08-01,11456,2619,RKB
11056,2018-08-01,1867,21,RKB
11057,2018-08-01,5625,33,RKB
11058,2018-08-01,15994,2482,RTG
11059,2018-08-01,8883,4,RTG
11060,2018-08-01,18073,4682,RWE
11061,2018-08-01,1812,26,RWE
11062,2018-08-01,15000,2005,RJE
11063,2018-08-01,478,0,RJE
11064,2018-08-01,5703,24,RJE
11065,2018-08-01,6074,1756,RBK
11066,2018-08-01,3528,12,RBK
11067,2018-08-01,2799,0,ATQ02
11068,2018-08-01,7555,1928,RWG
11069,2018-08-01,3834,7,RWG
11070,2018-08-01,5691,755,RGR
11071,2018-08-01,381,0,RGR
11072,2018-08-01,10358,3856,RWP
11073,2018-08-01,6026,17,RWP
11074,2018-08-01,5004,1224,RLQ
11075,2018-08-01,401,0,RLQ
11076,2018-08-01,7719,1545,REM
11077,2018-08-01,6392,10,REM
11078,2018-08-01,4968,591,RCF
11079,2018-08-01,702,0,RCF
11080,2018-08-01,114,0,RCF
11081,2018-08-01,3873,62,RBS
11082,2018-08-01,7630,214,RFF
11083,2018-08-01,6559,3159,RXL
11084,2018-08-01,11829,67,RXL
11085,2018-08-01,8635,1109,RMC
11086,2018-08-01,782,3,RMC
11087,2018-08-01,9826,1479,RAE
11088,2018-08-01,996,10,RAE
11089,2018-08-01,2569,10,NNF09
11090,2018-08-01,11459,34,RY2
11091,2018-08-01,12311,1089,RWY
11092,2018-08-01,8043,1337,RLN
11093,2018-08-01,2200,43,RLN
11094,2018-08-01,2823,7,RLN
11095,2018-08-01,6068,843,RJR
11096,2018-08-01,592,2,RJR
11097,2018-08-01,10587,1521,RXP
11098,2018-08-01,6459,0,RXP
11099,2018-08-01,11268,1041,RP5
11100,2018-08-01,2905,0,RP5
11101,2018-08-01,2320,6,Y01231
11102,2018-08-01,3099,0,Y01069
11103,2018-08-01,3851,770,RJN
11104,2018-08-01,223,0,RJN
11105,2018-08-01,9107,3182,RXR
11106,2018-08-01,5693,349,RXR
11107,2018-08-01,2404,10,NNF94
11108,2018-08-01,7502,446,RR7
11109,2018-08-01,2436,0,RR7
11110,2018-08-01,1357,2,NNFA7
11111,2018-08-01,4222,299,RCD
11112,2018-08-01,848,0,RCD
11113,2018-08-01,11090,1392,RWA
11114,2018-08-01,942,0,RV9
11115,2018-08-01,6266,1617,RXN
11116,2018-08-01,6669,176,RXN
11117,2018-08-01,16021,2415,RR8
11118,2018-08-01,3403,6,RR8
11119,2018-08-01,1066,27,REP
11120,2018-08-01,19925,3369,R0A
11121,2018-08-01,3594,44,R0A
11122,2018-08-01,8600,45,R0A
11123,2018-08-01,1645,0,RW4
11124,2018-08-01,5528,965,RBT
11125,2018-08-01,1991,2,RBT
11126,2018-08-01,16852,2869,RXF
11127,2018-08-01,3408,122,RXF
11128,2018-08-01,1642,0,Y02532
11129,2018-08-01,474,0,Y03645
11130,2018-08-01,7843,860,RNL
11131,2018-08-01,1958,10,RNL
11132,2018-08-01,3565,311,RVW
11133,2018-08-01,10555,9,RVW
11134,2018-08-01,1711,2,RTV
11135,2018-08-01,4155,86,NLO01
11136,2018-08-01,11972,1554,RJL
11137,2018-08-01,8938,345,RTF
11138,2018-08-01,8927,29,RTF
11139,2018-08-01,642,0,Y02572
11140,2018-08-01,291,0,Y02533
11141,2018-08-01,21419,3467,RW6
11142,2018-08-01,9144,84,RW6
11143,2018-08-01,3398,0,RT2
11144,2018-08-01,1075,0,AC008
11145,2018-08-01,7576,2164,RQ6
11146,2018-08-01,1815,9,RQ6
11147,2018-08-01,9689,0,RQ6
11148,2018-08-01,8014,796,RM3
11149,2018-08-01,618,0,RM3
11150,2018-08-01,3242,0,AXT02
11151,2018-08-01,3363,47,RCU
11152,2018-08-01,9087,2109,RHQ
11153,2018-08-01,1288,0,RHQ
11154,2018-08-01,7357,0,RHQ
11155,2018-08-01,1863,3,NQT5F
11156,2018-08-01,10832,702,RTR
11157,2018-08-01,2112,0,RTR
11158,2018-08-01,5007,246,RE9
11159,2018-08-01,471,0,RE9
11160,2018-08-01,6538,1006,RVY
11161,2018-08-01,3016,59,RVY
11162,2018-08-01,9307,1827,RBN
11163,2018-08-01,7247,1601,RWJ
11164,2018-08-01,784,0,RWJ
11165,2018-08-01,6807,569,RMP
11166,2018-08-01,4577,0,RMP
11167,2018-08-01,9328,607,RTD
11168,2018-08-01,1910,27,RTD
11169,2018-08-01,7622,2,RTD
11170,2018-08-01,7842,977,RFR
11171,2018-08-01,3261,0,NNF76
11172,2018-08-01,7679,1196,RTX
11173,2018-08-01,122,0,RTX
11174,2018-08-01,2108,98,RTX
11175,2018-08-01,6424,1360,RWW
11176,2018-08-01,2831,5,RWW
11177,2018-08-01,4370,3,RY7
11178,2018-08-01,7527,1727,RBL
11179,2018-08-01,3012,1,RBL
11180,2018-08-01,361,0,AJN
11181,2018-08-01,6948,631,RRF
11182,2018-08-01,590,0,RRF
11183,2018-08-01,10007,1244,RCB
11184,2018-08-01,8208,122,RCB
11185,2018-08-01,7880,1607,RTK
11186,2018-08-01,254,0,RTK
11187,2018-08-01,3844,2,NTV0B
11188,2018-08-01,3190,0,NQT10
11189,2018-08-01,2213,0,RWX
11190,2018-08-01,3147,0,Y04538
11191,2018-08-01,13043,2827,RXH
11192,2018-08-01,1164,7,RXH
11193,2018-08-01,1741,10,Y02676
11194,2018-08-01,6297,1586,RXQ
11195,2018-08-01,1243,0,RXQ
11196,2018-08-01,4739,12,RXQ
11197,2018-08-01,8538,1336,RN7
11198,2018-08-01,1885,1,RN7
11199,2018-08-01,3704,8,Y00751
11200,2018-08-01,14781,3715,RVV
11201,2018-08-01,3870,7,RVV
11202,2018-08-01,10799,1070,RXC
11203,2018-08-01,306,0,RXC
11204,2018-08-01,1394,0,Y02816
11205,2018-08-01,1588,0,NDJ
11206,2018-08-01,19432,1930,RDU
11207,2018-08-01,9285,1930,RN5
11208,2018-08-01,978,16,RN5
11209,2018-08-01,630,9,NDA57
11210,2018-08-01,2076,0,Y03051
11211,2018-08-01,4285,1087,R1F
11212,2018-08-01,916,0,R1F
11213,2018-08-01,7298,10,RYY
11214,2018-08-01,12709,1287,RWF
11215,2018-08-01,2226,1,RWF
11216,2018-08-01,7566,2125,RPA
11217,2018-08-01,2502,0,RPA
11218,2018-08-01,2892,53,RNU
11219,2018-08-01,10315,1608,RTH
11220,2018-08-01,1568,0,RTH
11221,2018-08-01,567,8,RTH
11222,2018-08-01,9921,2154,RHU
11223,2018-08-01,754,0,RHU
11224,2018-08-01,2037,2,RHU
11225,2018-08-01,1106,0,RPC
11226,2018-08-01,8925,403,RHW
11227,2018-08-01,1541,61,RHW
11228,2018-08-01,673,0,RHW
11229,2018-08-01,5992,584,RA2
11230,2018-08-01,4430,0,NTP11
11231,2018-08-01,753,0,RW1
11232,2018-08-01,4910,1,NTPAD
11233,2018-08-01,7850,462,RTP
11234,2018-08-01,682,0,RTP
11235,2018-08-01,9780,103,RDR
11236,2018-08-01,8488,1787,RHM
11237,2018-08-01,1475,113,RHM
11238,2018-08-01,2537,18,RHM
11239,2018-08-01,12361,1003,RYR
11240,2018-08-01,2891,0,G82071
11241,2018-08-01,3523,1,NTV0W
11242,2018-08-01,4813,7,NLW
11243,2018-08-01,1250,0,NLT02
11244,2018-08-01,4439,573,RBD
11245,2018-08-01,5227,5,RBD
11246,2018-08-01,1484,1,DD401
11247,2018-08-01,6656,69,R1J
11248,2018-08-01,12200,1188,RTE
11249,2018-08-01,6603,776,RN3
11250,2018-08-01,4777,20,RN3
11251,2018-08-01,7690,1633,RVJ
11252,2018-08-01,4601,1084,RBZ
11253,2018-08-01,1277,0,RBZ
11254,2018-08-01,184,0,L83087
11255,2018-08-01,664,0,NQT5H
11256,2018-08-01,5921,761,RD3
11257,2018-08-01,2272,2,RD3
11258,2018-08-01,7358,1294,REF
11259,2018-08-01,14526,154,REF
11260,2018-08-01,7532,914,RH8
11261,2018-08-01,5117,0,RH8
11262,2018-08-01,6242,1291,RD1
11263,2018-08-01,892,6,RD1
11264,2018-08-01,3945,593,RNZ
11265,2018-08-01,299,0,RNZ
11266,2018-08-01,1509,0,Y02666
11267,2018-08-01,8343,39,RH5
11268,2018-08-01,1526,10,RYF
11269,2018-08-01,6457,736,RBA
11270,2018-08-01,195,1,AAH
11271,2018-08-01,6904,507,RDZ
11272,2018-08-01,1352,4,RDZ
11273,2018-08-01,853,0,RDZ
11274,2018-08-01,6788,1352,RA9
11275,2018-08-01,3805,0,RA9
11276,2018-08-01,8788,1053,RA7
11277,2018-08-01,2074,26,RA7
11278,2018-08-01,8502,2469,RK9
11279,2018-08-01,252,0,RK9
11280,2018-08-01,4442,111,RK9
11281,2018-08-01,4417,324,RA3
11282,2018-08-01,3219,32,AXG
11283,2018-08-01,1731,0,NLX24
11284,2018-08-01,4373,63,RA4
11285,2018-07-01,19303,4606,RF4
11286,2018-07-01,791,0,RF4
11287,2018-07-01,5072,10,RF4
11288,2018-07-01,28357,6294,R1H
11289,2018-07-01,954,5,R1H
11290,2018-07-01,13523,134,R1H
11291,2018-07-01,4718,4,AD913
11292,2018-07-01,1584,0,E84069
11293,2018-07-01,18132,201,RYX
11294,2018-07-01,18560,1064,RQM
11295,2018-07-01,8568,102,RQM
11296,2018-07-01,6420,2406,RJ6
11297,2018-07-01,11018,202,RJ6
11298,2018-07-01,987,0,Y02696
11299,2018-07-01,12956,757,RVR
11300,2018-07-01,495,0,RVR
11301,2018-07-01,957,0,RVR
11302,2018-07-01,13847,2418,RJ1
11303,2018-07-01,838,0,RJ1
11304,2018-07-01,3464,5,RJ1
11305,2018-07-01,3954,53,Y03082
11306,2018-07-01,10780,723,RQX
11307,2018-07-01,4221,0,RY9
11308,2018-07-01,10174,2751,RYJ
11309,2018-07-01,4313,76,RYJ
11310,2018-07-01,11091,129,RYJ
11311,2018-07-01,16777,4899,RJZ
11312,2018-07-01,7153,367,RJZ
11313,2018-07-01,718,1,Y02973
11314,2018-07-01,9667,1037,RAX
11315,2018-07-01,1123,1,RAX
11316,2018-07-01,13220,2210,RJ2
11317,2018-07-01,12452,256,RJ2
11318,2018-07-01,11922,3038,R1K
11319,2018-07-01,17536,158,R1K
11320,2018-07-01,8150,268,RP6
11321,2018-07-01,5376,79,RAT
11322,2018-07-01,8313,1988,RAP
11323,2018-07-01,474,1,RAP
11324,2018-07-01,6308,177,RAP
11325,2018-07-01,20481,2529,RAL
11326,2018-07-01,3549,6,RAL
11327,2018-07-01,1617,0,Y03047
11328,2018-07-01,13749,1022,RJ7
11329,2018-07-01,1481,2,RJ7
11330,2018-07-01,2305,0,F84747
11331,2018-07-01,5397,2320,RAS
11332,2018-07-01,8482,65,RAS
11333,2018-07-01,3431,0,Y03094
11334,2018-07-01,3307,0,Y03218
11335,2018-07-01,2841,0,E84068
11336,2018-07-01,3488,0,Y02692
11337,2018-07-01,12143,1912,RRV
11338,2018-07-01,10254,0,Y02147
11339,2018-07-01,9288,884,RKE
11340,2018-07-01,5554,0,NL7
11341,2018-07-01,2880,0,8J094
